252,3
252,0
1118,1
338,0
307,0
293,9
286,0
280,9
277,2
274,3
271,9
269,8
268,1
266,4
264,9
263,8
262,7
261,8
261,0
260,3
259,6
259,0
258,5
257,9
257,5
257,0
256,6
256,1
255,8
255,4
255,1
254,7
1101,1
333,0
304,1
292,4
285,6
280,9
277,3
274,5
272,1
270,3
268,7
267,4
266,2
265,2
264,2
263,3
262,6
261,9
261,3
260,7
260,1
259,6
259,2
258,7
258,3
257,9
257,5
257,1
256,7
256,4
1116,7
340,0
307,8
294,5
286,6
281,2
277,2
273,8
271,0
268,6
266,8
265,0
263,5
262,2
261,1
260,1
259,2
258,4
257,6
257,0
256,4
255,8
255,1
254,5
254,0
253,6
253,2
252,8
252,3
251,9
1112,4
341,9
305,6
291,1
283,2
278,0
274,2
271,4
269,1
267,1
265,4
264,0
262,7
261,5
260,5
259,6
258,8
258,1
257,4
256,8
256,3
255,8
255,3
254,8
254,4
253,9
253,5
253,1
252,7
252,4
