[]
"['walikelas', 'kawan', 'kawan']"
"['pilih', 'berwarna', 'inspirasi', 'motivasi']"
['evansdrumheads']
"['pemotongan', 'daging', 'qurban']"
"['stories', 'lived']"
"['stm', 'play', 'guitar', 'legend', 'ian', 'antono', 'bless', 'video']"
"['nyamuk', 'jidat', 'sahabat', 'sejati', 'justeru', 'menepuk', 'nyamuk', 'mentraktir', 'makan', 'sahabat', 'sejati', 'justeru', 'memakan', 'santai', 'makanan', 'simpan']"
"['teriwik', 'teralay', 'terbijak', 'terrese', 'tergabisa', 'diem', 'dinar', 'smafav']"
"['niat', 'pamer', 'hp']"
['familywolub']
['bonekoriginal']
"['blabla', 'seneng', 'bs', 'shbt', 'perna', 'jaim', 'ngomong', 'frontal', 'gaktau', 'bener', 'nggibah', 'gapernah', 'nggibah', 'nama', 'group', 'line', 'bjt', 'gabuener', 'gabs', 'sebutin', 'saking', 'banyaknya']"
"['sprite', 'nyegerin', 'ngangenin']"
"['sukses', 'upacara', 'lomba', 'spendakibra']"
"['nakal', 'lutfi']"
"['nikmat', 'tuhan', 'manakah', 'dustakan']"
"['akn', 'egoisan', 'iseng']"
"['sparing', 'smp', 'hikmah', 'sby']"
['ngenest']
"['bayu', 'skak', 'megelno']"
"['mendukung', 'melukai', 'ultras', 'hati']"
"['memories', 'bestfriend', 'surabaya', 'perpisahansekolah', 'sekolah', 'polos']"
['reborn']
['disana']
['salim']
['satriodhandy']
['kucing']
"['kontra', 'flow', 'om']"
"['video', 'keunggulan', 'risma', 'walikota', 'surabaya', 'bersihbersihpantaikenjeran']"
"['gundul', 'berkumpul']"
"['dicari', 'pacarnya', 'bernama', 'naswa']"
"['betah', 'muridnya', 'beliauini', 'orangtuakuyaaa']"
['seksi']
"['kemenangan', 'kemarin']"
['eaaa']
"['cobak', 'akmal_sadidan', 'raihanpasha_31', 'tndalbum', 'zipitdrumcompetition']"
"['anggep', 'jonas']"
['child']
['gayatitik']
"['valen', 'pencitraan', 'jinjit']"
"['selesaikanlah', 'tenang', 'santai', 'ketenangan', 'jalan', 'santai', 'memudahkan', 'jalan']"
"['berjuang', 'bertahan', 'diabaikan', 'tinggal', 'diam', 'perlahan']"
['kumuskumus']
"['jalan', 'jalan']"
"['berani', 'tampil']"
"['lest', 'start']"
"['fan', 'nemenin']"
['perut']
"['nakal', 'semaumu', 'pulanglah', 'wanita']"
"['rmh', 'dewi']"
"['fight', 'adventure']"
"['menyukai', 'menyukaiku', 'shinwu', 'han', 'blurrr']"
"['alhamdulillah', 'ganti', 'taun', 'bissmillah', 'goodbye']"
"['old', 'school']"
"['hardwork', 'succes', 'noise', 'adjie_patria']"
"['generasi', 'sekian', 'sekian']"
"['ternyataa', '13', 'steve', 'donut', 'ditaruh', 'snare', 'soundnyaa', 'tetepppp', 'wenaakk', 'kerasaa', 'bigfatsnaredrum', 'wincentdrumstick', 'chordozora', 'drumminded', 'drummerindonesia']"
"['holding', 'driveclub', 'leaderboard']"
['sekelas']
"['belajar', 'raf', 'rafa_holic']"
"['happynewyears', 'margorukungelap']"
"['daydreamer', 'nightthinker']"
"['zaman', 'budak', 'budak', 'kualalumpur']"
"['drummer', 'rock', 'banggai', 'live', 'stadion', 'kilongan', 'luwuk']"
"['karakter', 'pokemon']"
"['wanita', 'tulus', 'negeri', 'dongeng']"
"['burnout', 'toyota', 'supra', 'toyotasupra', 'carworldindonesia', 'burnout']"
"['uvuvuwevwevwe', 'onyetenyevwe', 'suwesuwe', 'sayange', 'bayuswastika_']"
['coolkids']
['jemputan']
"['walk', 'walk', 'behind', 'lead', 'walk', 'beside', 'albert', 'camus']"
"['kdd', 'gawian', 'bafoto', 'lwn', 'kawannn']"
"['tersenyumlah', 'menginggat', 'sgt', 'merindukan', 'mum', 'basi', 'kosong']"
"['fotonya', 'rame', 'rame', 'perpisahan', 'kelas', '8j', 'wwww']"
['damai']
"['backgroundnya', 'bagus']"
"['nyoba', 'celana', 'bajak', 'adekku']"
"['blues', 'live', 'taman', 'kuliner', 'ciputat', 'satriaandthemonster']"
"['fight', 'fear', 'gonna']"
['resolusi']
['kepingin']
['changed']
"['melok', 'budak', 'dk', 'cacat']"
"['challenge', 'accepted', 'yasmindestikaa']"
"['tried', 'replicate', 'kikianugraha', 'harunsmaharbina', 'cars']"
['tersnap']
"['cold', 'water']"
"['spensa', 'barsenabest', 'memandang', 'kejauhan', 'ngelihat', 'seneng']"
"['halus', 'jagoanmamah']"
"['liburan', 'dipantai']"
"['berlari', 'tujuan', 'berjuang']"
"['berjuang', 'beruang']"
['missing']
"['galantiz', 'fotonya', 'temen']"
"['temenin', 'dwita', 'duduk']"
"['pres', 'indonesianbassfamily', 'om', 'harry', 'toledo']"
['santay']
['kembar']
['54']
"['kulihat', 'kupelajari', 'dengar']"
"['bornday', 'aurellia', 'parasti', 'photogrid', 'photogridorg', 'aurrel_', 'aldelanurhawani_', 'aldela_ayutn', 'lylaanindita', 'johanatambunan_3602', 'cindypomalina_']"
['dribbling']
"['satriaandthemonster', 'gugun', 'gbluesshelter']"
"['allah', 'maha', 'adil', 'eventually', 'give', 'usual', 'choose', 'shut', 'mouth', 'walk']"
['topeng']
"['ngaca', 'ngejek', 'cantik', 'belom', 'muka']"
"['assalamualaikum', 'selamat', 'raya', 'memohon', 'maaf', 'kesalahan', 'maafkan']"
"['menyukaimu', 'membutuhkannya', 'membecimu', 'mempercayainya']"
['stalkers']
"['kegiatan', 'perjusa', 'perjusa', 'reguanggrek', 'pramuka', 'smp', 'surabaya', 'indonesia']"
"['sengaja', 'hitam', 'putihno', 'warna', 'smaluq', 'lionelmessi', 'cristianoronaldo']"
['ilmunya']
"['langsiran', 'cc', '203', 'bangunkarta']"
"['akatsuki', 'versi', 'kucing']"
"['female', 'hell']"
"['terbaiklah', 'rhezaa', 'rhezawinata']"
"['miss', 'zett_muhammd_', 'aisa_rr', 'catherine_salsabila05', 'wajahku']"
['freedomjazzfestival']
"['mutiarafenina', 'formasi']"
"['punyak', 'kelebihan', 'tersembunyi', 'kekurangannya', 'kekurangannya', 'kelebihannya', '39']"
['bahasa']
"['red', 'rice', 'chiken', 'satay', 'hotelbumi']"
['bad']
"['bento', 'afiqbintang5', 'muhammadiman__', 'baliyan_ardzabily', 'm_zidanpurbo', 'surya']"
"['rapat', 'wingi']"
"['broken', 'inside']"
"['ragna', 'cosplay', 'blazblue']"
"['kekurangan', 'bahagia', 'sederhana']"
"['memberiku', 'mengajarkanku', '1th']"
"['look', 'speed', 'wtfmoment', 'carxdriftracing', 'maximumspeed']"
"['haven', 'seen', 'feedsgoals']"
['bolo']
['ismagic']
"['lawan', '7', 'jdinya']"
"['pillow', 'talk', 'menfashion']"
['ippnu']
['sobat']
['vamosspensa']
"['bahan', 'bahan', 'pembuatan', 'kompos', 'takakura', 'sutil', 'kain', 'sekam', 'kardus']"
"['kangen', 'missu', 'pluss', 'kangen', 'danton', 'kocak', 'teukusaifuddinridho', 'hamakacu', 'lophyourek']"
"['born', 'umur', 'sehat', 'sayang', 'tua', 'adek', 'adek', 'lancar', 'karirnya', 'sukses', 'pekerjaannya', 'ramah', 'rizfelous']"
['breathless']
"['mamiek', 'bad', 'boys']"
"['woluge', 'dihati']"
"['mind', 'hearts']"
"['membunuh', 'tega', 'kerinduan', 'muncul']"
"['mom', 'queen', 'ngedab', 'jagung']"
['susa']
['muka']
['gandeng']
"['jaman', 'gigi', 'susu']"
"['gabisa', 'move', 'karinasalim', 'vebbypalwinta']"
"['champion', 'streetsoccer']"
"['senyum', 'memiliki', 'bahagia', 'menutupi', 'kekecewaan']"
"['classmeet', 'ex7i', 'inginkanadanotif']"
"['bermain', 'ombak', 'pantai']"
"['hero', 'yustin']"
['history']
['kcil']
['saskeeee']
"['ikutan', 'ngepostt', 'laa', 'bilahzz', 'diemasghaly', 'keziaria', 'regitakharisma', 'almas', 'syahrizal', 'dimastriananda', 'rizqulmz', 'hiorangga', 'mahendrata_fb', 'mannequinchallenge', 'mannequin_challenge']"
"['wood', 'roblox', 'bluewood', 'mazebluewood', 'lumbertycoon2', 'maze']"
"['medan', 'abg']"
['dab']
['surabayacarnivalpark']
"['nongkrong', 'enak', 'ngemil', 'uanyar', 'gresik', 'keripik', 'buah', 'jajalen', 'goro', 'ojo', 'engko', 'awakmu', 'ketagian', 'keripikbuahgresik']"
"['tpq', 'hijrah', 'tpq', 'salamah']"
"['papa', 'stb_tambunan']"
"['enakan', 'jomblo', 'kutemukan', 'bahagia']"
['bareta']
"['usaha', 'doa', 'juara', 'perjuangan', 'terlupakan']"
['ngestalk']
"['guru', 'kelas', 'terkenal', 'pemarah', 'sekolah']"
"['sabahat', 'setia', 'sulit', 'dicari', 'sulit', 'ditinggalkan', 'sulit', 'dilupakan']"
"['britdhay', 'ipar', 'wyatb']"
['bripasga']
"['bawel', 'sedunia']"
['latian']
"['pain', 'thepain', 'being', 'alive', 'aperpetual', 'wound']"
"['pekerjaan', 'muliaa']"
['6a']
['jari']
"['kebeli', 'hotwheels', 'hotwheelsindonesia', 'hotwheelssurabaya']"
"['terharu', 'allah', 'mengabulkan', 'doaku', 'perduli', 'seribu', 'dosa', 'menyelimutiku', 'malu', 'terharu']"
"['mengetuk', 'hati', 'wanita', 'dibuka', 'masuk', 'pamit', 'jaga', 'berharga']"
"['berubah', 'pangeran']"
"['tuhan', 'butuhkan']"
['precious']
"['saudaraku', 'pakdeku', 'sumur', 'maut']"
['ngengg']
"['sekolah', 'benci', 'razia']"
"['amel', 'gws', 'akukangenamakmu', 'thnks', 'nemenin', 'tmn', 'curhat', 'tmn', 'berntem', 'slalu', 'cepet', 'sembuh', 'tmn', 'rindu']"
['desaku']
"['persahabatan', 'membantumu', 'bangkit', 'percaya', 'mendukung', 'menegur']"
"['air', 'spensa']"
"['konco', 'kenter', 'kabur', 'jiwa']"
['birthday']
"['assalamualaikum', 'numpang', 'promosi', 'sebentar', 'pendaftaran', 'private', 'tingkat', 'kelas', 'lokasinya', 'jombang', 'biaya', 'berminat', 'mendaftarkan', 'adik', 'tetangga', 'jug']"
"['holiday', 'selfie', 'holiday', 'vscophoto']"
"['temenku', 'kangen', 'sekolah']"
"['berkumpul', 'lomba', 'robotika', 'umm', 'malang', 'jawa', 'timur']"
['coc']
"['sepeda', 'air']"
['orientasi']
['tblagi']
"['tunggo', 'setia', 'hidayatullahsurabaya']"
"['blurry', 'face']"
"['work', 'pay', 'cars', 'carxdrift', 'ford', 'fordmustang', 'mustang', 'drift', 'drifting']"
['bell']
['alhamdulilah']
"['temu', 'kangen', 'alumni', 'sdn', 'gubeng', '2014']"
"['old', 'pict']"
"['mukanya', 'diliat']"
"['gendut', 'sehat']"
"['fly', 'eagle', 'gt86', 'gt86', 'flyingcar', 'carxdriftracing']"
"['chanyeol', 'sweet']"
"['selamat', 'kaka', 'kaka', 'anty']"
"['realize', 'making', 'memories', 'knew', 'having', 'fun']"
"['pantai', 'klayar', 'pacitan']"
"['pot', 'espot', 'delta']"
"['seneng', 'audy']"
"['berkat', 'dukungan', 'kesertaan', 'temen2', 'program', 'program', 'berjalan', 'lancar', 'bangkitgenerasimuda', 'konselor', 'sebaya', 'smp', 'negeri', 'surabaya']"
"['rude', 'mood', 'stevie', 'ray', 'vaughan', 'knight', 'cydonia', 'muse', 'medley']"
"['cape', 'photo', 'andiniels']"
"['hujan', 'hujan', 'mampir']"
"['harinya', 'hery']"
['mar']
"['selamat', 'selamat', 'kamis', 'wanita', 'manis', 'pensil', 'alis', 'cowo', 'humoris', 'berkumis']"
"['dilan', 'rindu', 'berat']"
"['old', 'games']"
"['smadaf2016', 'smadaf2016']"
['thug']
"['basket', 'silat']"
"['tinker', 'dota2storegiveaway']"
['php']
"['perm', 'bruno', 'mars', 'cover', 'ivgsundaymusic', 'drummerindonesia', 'drummerindonesia']"
"['difficult', 'choosing', 'hang', 'selection']"
['bbm']
"['ngabuburit', 'kakak', 'ngabuburit', 'familly', 'kakak', 'jalanjalan', 'shopping', 'royalplaza', 'surabaya', 'qulalitytime', 'belanja', 'nunggubuka', 'holiday']"
['bertopeng']
['idol']
"['perjuanganku', 'pendekar', 'silat']"
"['lompat', 'kodok']"
"['bentuknya', 'tengkorak', 'belajar', 'photograph', 'phtograph', 'canon', 'eos', 'm3', 'f22', 'ngajarin']"
"['pasukan', 'belalang']"
"['ciri', 'ciri', 'makhluk', 'hidup', 'rangsang', 'makhluk', 'hidup', 'kang', 'somay']"
"['mbojo', 'yha']"
"['ank', 'tuanya']"
['guru']
"['jihan', 'pilih', 'lolface', 'pacetmojokerto']"
"['menang', 'wajar', 'faa2016', 'sowakf']"
['praktek']
"['imutt', 'urusan', 'mburi']"
"['niat', 'niat', 'parody', '5secondsofsummer', '5sos']"
"['usik', 'kebersamaan']"
"['akhirat', 'hatimu', 'dunia', 'tanganmu', 'kematian', 'pelupuk', 'matamu', 'imam', 'syafi']"
['gendeng2an']
"['pose', 'addition', 'behind', 'kenangan', 'moment', 'dirindukan', 'sahabat', 'divababel2']"
"['rawe', 'rawe', 'rantas', 'malang', 'malang', 'putung', 'kesuen', 'ngechat', 'ati', 'ati', 'ketikung']"
"['hbd', 'rholasku']"
"['hunter', 'rholas', 'osis', 'mpk', 'osis', 'smpk', '2k15']"
"['datsatoilet', 'datsatoilet']"
"['tirakatan', 'bendul', 'merisi', '1utara']"
"['berangkat', 'sekolah', 'smpn13', 'surabaya']"
"['language', 'friendship', 'words', 'meanings']"
"['narutoshippuden', 'anime', 'animecool', 'naruto', 'narutouzumaki']"
"['selamat', 'raya', 'idul', 'adha', 'kawan']"
['lossdoll']
"['teacher', 'jelek', 'babain']"
['yangdibelakanglagingantuk']
"['unicorn', 'enak']"
"['selamat', 'kelahiran', 'mama', 'selat', 'marvella', 'dunia', 'sandiwara', 'maaf', 'fotonya', 'nyambung']"
"['menang', 'puas', 'putaran', 'rumus', 'luas', 'aminn', 'sukses', 'landeb_spega']"
['setan']
"['elah', 'sasiranganbanjar']"
"['jalani', 'hidupmu', 'lupakan', 'umurmu']"
"['este', 'seguir']"
"['smiling', 'laughing', 'silly', 'crazymoment', 'friendship', 'smileanywhere']"
"['terjatuh', 'bangkit', 'terpuruk', 'kebosanan', 'mencoba', 'meluapkan', 'keyakinan']"
"['selamat', 'kamis', 'wanita', 'manis']"
['fuck']
"['during', 'beautiful', 'gift', 'carved', 'beautiful', 'impression', '9e', 'sukses']"
['pembinanya']
"['balapan', 'jalan', 'jalan']"
"['kakak', 'osis', 'osmaja', 'membimbing', 'canda', 'tawa', 'osmaja']"
"['cardigan', 'kebesaran', 'nanya']"
['bersatu']
"['contek', 'contekan']"
"['keep', 'music']"
"['satriaandthemonster', 'sman', 'tangsel']"
['look']
"['promarksticks', 'promarkbydaddario', 'drumstick', 'drum', 'drummer', 'cympad', 'cympad', 'halalbihalal', 'smpn19surabaya', 'drumming', 'drums', 'indomusicgram']"
"['cemburu', 'meluk', 'minion']"
['sadar']
"['maunya', 'gjkan', 'gabut']"
"['stagebusjazztour', 'mldstagebusjazztour']"
"['pembacaan', 'kupon', 'jalan', 'sehat', 'tga']"
['mlete']
['iftah']
"['toyyy', 'makasi', 'fender', 'strat', 'pawn', 'shop', 'fendercustomshop', 'fenderpawnshop', 'fenderguitar', 'fendercustomshop', 'melodia_sby']"
['light']
"['lagu', 'botol', 'satriodhandy']"
"['maafkan', 'kegabutanku']"
"['rock', 'roll']"
"['habede', 'heri']"
"['karyaku', 'bagus', 'cumaiseng']"
['goodnight']
"['gravity', 'responsible', 'falling', 'malming', 'ldr', 'surabaya', 'seoul']"
"['intend', 'populate', 'children', 'characters', 'childcancerawareness', 'week', 'give', 'assign', 'character', 'kongkon']"
['akusayangnaruto']
"['nangis', 'doi', 'single_']"
['dolan']
['goolll']
['sayng']
['real']
"['mewah', 'serhana', 'bahagia']"
"['team', 'dream', 'silver', 'medal']"
['layang²']
"['terdiam', 'berfikir', 'pejamkan', 'mata', 'merasakan', 'ingatkan', 'hati', 'bersabar', 'menerima', 'kenyataan']"
"['perdana', 'gtsgram_']"
"['friendship', 'fotopakehapeorang']"
"['berlibur', 'keluarga']"
"['lomba', 'panahan', 'supercamp']"
"['grooveoftheday', 'drumming', 'drumsoutlet', 'sonordrum', 'wincentdrumsticks']"
['gym']
"['allah', 'swt']"
['dibelakang']
"['air', 'memorable', 'barsenabest']"
"['splashing', 'across', 'imagination', 'liar', 'liar', 'liar']"
"['lihat', 'lihat']"
"['bolu', 'batik']"
"['ggwp', 'dota2', 'frankfurtmajor2015', 'turnament']"
['pemandangan']
"['musercroozom1', 'musercrooz', 'muserdarkom2', 'musersurabaya_', 'muser_surabaya', 'muser_surabaya_om2']"
"['miak', 'baju']"
"['motor', 'ninja', '250cc']"
"['kopi', 'penenang', 'hati']"
"['britdhay', 'kaka', 'sayang', 'wyatb']"
['appreciate']
['taekwondo']
"['sarawakian', 'kchsrwk', 'streetwear']"
"['caps', 'photoshop', 'pixecarracer', 'pixel', 'formulad', 'formuladrift', 'static', '2jz', 'twinturbo', 'nissan', '370z', 'nos']"
"['percayalah', 'teristimewa', 'kenangan', 'terlupakan', 'myprince']"
['lulus']
"['pantai', 'pasir', 'putih']"
"['anniversarry', '3rd']"
"['nakal', 'ngangenin']"
"['ditiru', 'merokok', 'berenag']"
"['koncone', 'pembalap', 'ponorogohitss', 'ponorogohitskekinia', 'ponorogo', 'racertess2104']"
"['menunggu', 'kepastian', 'photo']"
"['keluarga', 'komes', 'himawanindra_']"
"['behind', 'scenes', 'fannychorinand', 'cacaasb_', 'gloriaarmitasimamora', 'ameilia5', 'destigrsn30', 'pizzaoneindonesia']"
"['atlet', 'dokternya', 'atlet', 'kakak']"
"['dicap', 'nakal', 'membuktikan']"
['enteng']
"['lupakan', 'buka', 'lembaran']"
"['selfie', 'everywere']"
"['cincau', 'duren', 'rajaduren']"
"['lomba', 'kebersihan', 'kelas', 'agustus']"
"['miss', 'since', 'heard', 'well', 'loong', 'ago', 'years', 'ago', 'curly', 'haired']"
"['stalknya', 'qaqa']"
['cute']
"['sayang', 'sayang', 'doi']"
"['otw', 'malang']"
"['sempurna', 'rapmashmusically', 'indomusical', 'indo']"
['mode']
"['sukses', 'barengg', 'lurr']"
"['jahat', 'jahat', 'jahat', 'pembunuh', 'dunia', 'efek', 'anime', 'yandere']"
['loveinthemoonlight']
"['suksess', 'barengg', 'lurr']"
['uploaded']
"['barry', 'likumahuwa', 'javajazz2015', 'satriaandthemonster']"
"['everyone', 'tired', 'someday']"
"['meninggalkan', 'bnr', 'synk', 'berpura', 'sayang', 'menjalin', 'hubungan']"
"['hati', 'hati']"
"['jumat', 'sman', 'giri', 'banyuwangi', 'drumcam', 'sman1giri', 'baliyan_ardzabily']"
"['rt', 'edition']"
"['mencintai', 'hatinya']"
"['selamat', 'febby', 'un', 'doanya', 'kawan']"
"['culun', 'delia', 'musicalindofeature', 'musicalindonesia', 'muserfeature', 'musicals']"
"['melayang', 'down']"
"['check', 'nonton']"
"['kacamata', 'patah', 'adam']"
"['senang', 'jaim']"
"['father', 'allah', 'bless']"
['kuat']
"['nong', 'nong']"
"['especially', 'philosophy', 'dinner', 'bill', 'arrives', 'dinner', 'table', 'picscredits', 'samara']"
['motorgp']
"['challenge', 'accepted', 'ptranggni', 'dewiihn', 'dontlike', 'jangandilike']"
"['find', 'diffrence']"
['temenku']
['okta']
"['wis', 'seneng', 'meneh', 'koe']"
"['7f', '8f', '9f', 'semangat', 'kawan']"
"['candid', 'candid', 'selfie', 'photo']"
"['kakak', 'kakak', 'kawanku', 'kawan']"
"['wali', 'kelas']"
"['mencintaimu', 'sederhana', 'menunggu', 'kurindu', 'galaubolosetan', 'zhafirah_harwidya']"
['babes']
"['arbas', '7teen']"
"['car', 'parking']"
['holidayhmm']
"['namaku', 'cerita', 'hidupku']"
"['atlet', 'tenis', 'meja', 'kota', 'batu']"
"['alhamdulillah', 'kaget', 'nyangka', 'ngasih', 'surprise']"
"['bos', 'genk']"
['huntinholiday']
"['already', 'counted', 'hundreds', 'days', 'fall']"
"['gapunyak', 'mata']"
"['serba', 'live', 'freedomsjazzfestival', 'available', 'itunes']"
"['mentok', 'streetcub', 'classic', 'dibikinasikaja']"
"['pria', 'melakukuan', 'ritual', 'sembahyang', 'klenteng', 'sanggar', 'surabaya', 'imlek2568', 'imlek2017', 'himmarfi']"
"['hatiku', 'bastiansteel']"
"['tuangkan', 'ekspresi', 'bknanakgraviti']"
"['pasukan', 'tanjung']"
['nadin']
['tidur']
"['eyes', 'lie', 'purple', 'roomdecor']"
['parking']
"['aura', 'pencitraan']"
"['fokus', 'radit', 'ditaja_']"
['malaysia']
"['viva', 'city']"
"['cintaku', 'kecewa']"
"['smp', 'makan', 'poto']"
"['mountain', 'welirang']"
"['bbmme', 'd15dd3f0', 'bbm', 'd15dd3f0']"
"['kebersamaan', 'spendakibra']"
"['mobilephotography', 'temple', 'budha']"
['manek']
"['bersatu', 'tekadkan', 'hati', 'bulatkan', 'nyali', 'dibelakangmu', 'mendukungmu', 'nerrotismewani', 'juniojrbl2016', 'juniojrblsurabaya', 'slamattack', 'juniobestschool', 'juniosportyphotochallenge', 'brizzibestschool', 'forzanerro']"
['nyelimur']
"['mubarack', 'days']"
['vipers']
"['gagal', 'fokus', 'sukses', 'fokus', 'solusi']"
['teranjing']
"['berjalan', 'berarah', 'bulir', 'ranting', 'terhampar', 'angan', 'melayang', 'arah', 'kemana', 'langkahku', 'kian', 'berserah']"
"['rock', 'acdc']"
"['konspirasi', 'nangis', 'disek', 'sukses', 'galantiz', 'rafa_holic', 'cindyarivia_', 'konspirasi']"
"['shopping', 'raya']"
"['liaten', 'keluargaku', 'akur', 'thxxuu', 'kakak', 'pembelajaran', 'thxuu']"
['ketidakjelasan']
['menarik']
['lohsampekbawa']
['kelinci']
"['ramadhana', 'dedek']"
"['makasi', 'tahunnya']"
"['ati', 'ati']"
['horny']
"['kutemukan', 'nyaman']"
['barsenabest']
"['bahagia', 'cerah']"
"['flies', '22th', 'birthday', 'harold', 'edward', 'styles', 'harry', 'styles', 'idol', 'read', 'boyfriend', 'since']"
"['senyumin', 'caya', 'gebet']"
"['beach', 'phonephotography', 'mobilephotography']"
"['yakinilah', '1927', 'ladiespersebaya']"
['nyampah']
"['congratulationns', 'suksess', 'yahh', 'menang', 'ky', 'piala', 'kyy']"
"['menunggu', 'sebercanda']"
"['tersangka', 'ibunya', 'makan']"
"['senang', 'rosmanja']"
['wisuda']
"['masuk', 'toilet', 'anjir', 'toilet', 'ladies', 'tong', 'zombie', 'r_ramsa11', 'dam', 'zombie', 'menequinchallenge', 'ladies', 'gudangnyanusantara', '9e', 'songolikur']"
"['minum', 'fanta', 'tobboy']"
['kamuw']
"['wasit', 'berbakat']"
['tersenyum']
"['jable', 'crew']"
"['berjalan', 'harapan', 'hatimu', 'berhasil', 'dukungannya', 'photograph', 'envyus_samuel32', 'photograph', 'teken', 'canon', 'eos', 'm3', '6000', 'f8']"
"['senyum', 'ibadah', 'senyum']"
"['percaya', 'kemampuanmu', 'buktikan', 'dibutuhkan', 'menjauhimu', 'senyumin', 'syirik', 'kelebihanmu']"
"['nocaption', 'oldphoto']"
['gayae']
"['dover', 'cover']"
"['rip', 'rahma', 'syafitri', 'slamat', 'jalan', 'sahabatku', 'sahabat', 'tetangga', 'nyangka', 'secepat', 'temen', 'nyebelin', 'berbagi', 'cerita', 'cerita', 'sekolah', 'jalan']"
['wong_goblok']
"['achmad', 'action', 'lihat', 'masuk', 'smp', 'bergitar', 'bernyanyi', 'ria', 'nuansamusik']"
['malem²']
"['belongs', 'missthem', 'delsun']"
"['sahabat', 'jaim2', 'sahabat', 'gila']"
['sayhivi']
['ngakak']
"['omong', 'kangen', 'raiso', 'nambani']"
"['isuk', 'duit', 'amblas', 'cific', 'ef', 'hotwheels', 'hotwheelsindonesia', 'hotwheelssurabaya', 'hotwheelserror']"
['pengajian']
['logojenengdewe']
['awkarin']
"['sekseh', 'yamaha', 'r15', 'r15indonesia', 'r15indonesiaofficial', 'r15indonesiaoffc', 'satuaspal', 'gilatouring', 'cintatouring', 'indobikers', '150cc']"
"['temen', 'cermin', 'bahagia', 'bahagia', 'temen', 'duit']"
['champions']
"['theslaptrain', 'honda', 'infinity', 'teamslapfanart']"
['didesa']
"['belajar', 'nakal', 'gopro']"
['ktm']
"['9e', '36', 'disitu', 'ferdy', 'ngeliatin', 'senyum']"
"['rumit', 'tdak', 'kendalikan']"
"['sahabat', 'gile', 'fake']"
"['kuching', 'city']"
"['toor', 'ciputra']"
['synkk']
"['kingunnn', 'florenfahruddin_']"
"['buruknya', 'baiknya', 'tuhan']"
['lebaran']
"['selfie', 'pakek', 'b612']"
"['tarik', 'qul', 'hbd']"
"['nama', 'band', 'project', 'usia', 'surabaya', 'profesi', 'pelajar', 'judul', 'ask', 'risingstar_ina', 'rsiaudisionline', 'bassist', 'rizki_argananta', 'guitarist', 'keyboardist', 'sineputra']"
"['play', 'teribly', 'photograph', 'photograph', 'canon', 'eos', 'm3', '6400', 'f5']"
"['money', 'isn', 'money', 'ony_fahri']"
"['friendship', 'moneyxxxx']"
['anakdurhaka']
"['young', 'old', 'age']"
"['muka', 'mandi']"
"['test', 'drive', 'steve', 'donut', 'stevedonut', 'bigfatsnaredrum', 'sabiancymbals_official', 'sabiancymbals', '180drums', 'drum', 'drummer', 'vaterdrumsticks', 'vaterdrumsticks']"
['kakak']
"['remember', 'instamoment', 'goodmoment', 'jepret', 'oppof1plus', 'cameraphone', 'rainy', 'quotesgalau', 'nostalgia']"
"['order', 'topi', 'racertess', '175']"
"['selamat', 'guru', 'mannequinchallenge']"
